SURVEY_ID_,FACILITY_I,LONGITUDE,LATITUDE,FACILITY_U,GEOCODING_,FACILITY_N,STREET,CITY,ZIP_CODE,ZIP_CODE_E,CITY_BORO_,COUNTY,AREA_CODE,TELEPHONE_,CHIEF_EXEC,CHIEF_EX_1,LAT,LNG
0358,035801,-77.224101,40.183341,https://www.pinnaclehealth.org,00,UPMC PINNACLE CARLISLE,361 ALEXANDER SPRING ROAD,CARLISLE,17105.0,9129,SOUTH MIDDLETON TWP,CUMBERLAND,717,2491212,Christian Caicedo,President and CEO,40.18334100000004,-77.22410099999996
0836,340601,-76.875699,40.256819,https://www.pinnaclehealth.org,00,UPMC PINNACLE HOSPITALS,P. O. BOX 8700; 409 SOUTH SECOND STREET,HARRISBURG,17105.0,8700,HARRISBURG,DAUPHIN,717,7824141,Phil Guarneschelli,President and CEO,40.256819000000064,-76.87569899999994
2417,24170101,-76.816369,40.283214,http://www.simpson-rehab.com,00,HELEN M SIMPSON REHABILITATION HOSPITAL,4300 LONDONDERRY ROAD,HARRISBURG,17109.0, ,Harrisburg,DAUPHIN,717,9204300,Mark Freeburn,CEO/Market Executive,40.283214000000044,-76.81636899999995
2218,22180101,-76.880126,40.258415,http://harrisburg.selectspecialtyhospitals.com,00,SELECT SPECIALTY HOSP CNTL PA HARRISBURG,111 SOUTH FRONT STREET,HARRISBURG,17110.0, ,Harrisburg,DAUPHIN,717,7246610,John Simodejka,Market CEO,40.25841500000007,-76.88012599999996
2191,21910101,-76.898147,40.286406,http://www.ppimhs.org,00,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2501 NORTH THIRD STREET,HARRISBURG,17110.0, ,HARRISBURG,DAUPHIN,717,7824742,KIMBERLY FEEMAN,INTERIM CHIEF EXECUTIVE,40.286406000000056,-76.89814699999994
0360,036001,-77.646005,39.934325,http://www.summithealth.org,00,CHAMBERSBURG HOSPITAL,112 NORTH 7TH STREET,CHAMBERSBURG,17201.0, ,CHAMBERSBURG BOROUGH,FRANKLIN,717,2673000,PATRICK O'DONNELL,PRESIDENT & CEO,39.93432500000006,-77.64600499999995
0619,061901,-78.007455,39.937318,http://www.fcmcpa.org,00,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,17233.0,1399,Todd,FULTON,717,4853155,Michael Makosky,President and CEO,39.93731800000006,-78.00745499999994
2054,20540101,-77.537127,40.056014,http://www.roxburyhospital.com,00,ROXBURY TREATMENT CENTER,601 ROXBURY ROAD,SHIPPENSBURG,17257.0, ,SOUTHAMPTON TOWNSHIP,FRANKLIN,717,5324217,SHAUNA MOGERMAN,CEO/MANAGING DIRECTOR,40.05601400000006,-77.53712699999994
2343,234301,-77.568291,39.751633,http://www.summithealth.org,00,WAYNESBORO HOSPITAL,501 EAST MAIN STREET,WAYNESBORO,17268.0, ,WAYNESBORO,FRANKLIN,717,7624000,Patrick O'Donnell,"President, CEO",39.75163300000003,-77.56829099999999
0130,01300100,-77.234424,39.824376,http://www.wellspan.org,00,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,17325.0,0784,Gettysburg,ADAMS,717,3342121,Jane Hyde,President,39.82437600000003,-77.23442399999993
0835,081801,-76.982751,39.808638,https://www.pinnaclehealth.org,00,UPMC PINNACLE HANOVER,300 HIGHLAND AVENUE,HANOVER,17331.0,2297,HANOVER,YORK,717,3163711,MICHAEL GASKINS,SVP & PRESIDENT,39.80863800000003,-76.98275099999995
2253,22530101,-76.695374,39.916818,https://osshealth.com,00,OSS ORTHOPAEDIC HOSPITAL LLC,1861 POWDER MILL ROAD,YORK,17402.0, ,York,YORK,717,7182000,Michael Enriquez,CEO,39.916818000000035,-76.69537399999996
6506,650601,-76.692499,39.967384,https://www.pinnaclehealth.org,00,UPMC PINNACLE MEMORIAL,325 SOUTH BELMONT STREET,YORK,17405.0,7118,SPRING GARDEN TWP,YORK,717,8438623,Michael Gaskins,SVP & President,39.96738400000004,-76.69249899999994
2503,250301,-76.718725,39.945863,http://www.wellspan.org,00,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,17405.0, ,SPRING GARDEN,YORK,717,8512345,KEITH NOLL,President YH,39.94586300000003,-76.71872499999995
2507,250701,-76.781074,39.980833,https://www.encompasshealth.com,00,ENCOMPASS HEALTH REHAB HOSPITAL YORK,1850 NORMANDIE DRIVE,YORK,17408.0,1534,West Manchester Twp,YORK,717,7691341,Michelle Fitzgerald,CEO,39.980833000000075,-76.78107399999999
3103,310301,-76.182032,40.186946,http://www.wellspan.org,00,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,17522.0,1002,Ephrata Boro,LANCASTER,717,7330311,Carrie Willetts,President,40.186946000000034,-76.18203199999994
3801,380101,-76.312011,40.132217,https://www.pinnaclehealth.org,00,UPMC PINNACLE LITITZ,1500 HIGHLANDS DRIVE,LITITZ,17543.0,3002,Lititz,LANCASTER,717,6255000,Brooks Turkel,President,40.132217000000026,-76.31201099999998
2121,21210101,-76.351601,40.062232,http://www.lancastergeneralhealth.org,00,LANCASTER REHABILITATION HOSPITAL,675 GOOD DRIVE,LANCASTER,17601.0, ,East Hempfield,LANCASTER,717,4063000,Amy Teal,Chief Executive Officer,40.06223200000005,-76.35160099999996
2480, ,-76.315387,40.049585,https://lancasterbehavioral.org,00,LANCASTER BEHAVIORAL HEALTH HOSPITAL,333 HARRISBURG AVENUE,LANCASTER,17603.0, ,LANCASTER,LANCASTER,717,7404160,Gina Fusco,Interim CEO,40.049585000000036,-76.31538699999999
1958,195801,-76.321287,40.040776, ,00,UPMC PINNACLE LANCASTER,250 COLLEGE AVENUE,LANCASTER,17604.0,3509,Lancaster,LANCASTER,717,2918211,Brooks Turkel,President,40.04077600000005,-76.32128699999998
1208,120801,-76.303922,40.046648,http://www.lancastergeneralhealth.org,00,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,17604.0,3555,LANCASTER,LANCASTER,717,5445511,Jan L. Bergen,President & CEO,40.04664800000006,-76.30392199999994
2346,234601,-77.015377,41.247023,http://www.susquehannahealth.org,00,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,17701.0,3198,Williamsport,LYCOMING,570,3211000,Steven P. Johnson,CEO President,41.24702300000007,-77.01537699999994
1014,101401,-77.268407,41.20248,https://www.geisinger.org,00,GEISINGER JERSEY SHORE HOSPITAL,1020 THOMPSON STREET,JERSEY SHORE,17740.0,1729,Jersey Shore,LYCOMING,570,3980100,Tammy Harding Anderer,CAO,41.20248000000004,-77.26840699999997
1222,122201,-77.470232,41.131577,https://www.susquehannahealth.org,00,UPMC SUSQUEHANNA LOCK HAVEN,24 CREE DRIVE,LOCK HAVEN,17745.0, ,LOCK HAVEN,CLINTON,570,8935000,Ronald Reynolds,President,41.13157700000005,-77.47023199999995
1343,134301,-76.774757,41.209739,http://www.susquehannahealth.org,00,MUNCY VALLEY HOSPITAL,215 EAST WATER STREET,MUNCY,17756.0,8700,MUNCY,LYCOMING,570,5468282,Matthew R. McLaughlin,President,41.20973900000007,-76.77475699999997
1825,549601,-77.736487,41.327891, ,00,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,17764.0, ,South Renovo,CLINTON,570,9231000,Timothy Reeves,Administrator,41.32789100000008,-77.73648699999995
4503,450301,-76.778048,40.861896,https://www.susquehannahealth.org,00,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,17801.0,0737,SUNBURY,NORTHUMBERLAND,570,2863333,Robert Kane,President,40.86189600000006,-76.77804799999996
0250,025001,-76.452276,41.00898,https://www.geisinger.org,00,GEISINGER-BLOOMSBURG HOSPITAL,549 EAST FAIR STREET,BLOOMSBURG,17815.0,0340,Bloomsburg,COLUMBIA,570,3872115,Lissa Bryan-Smith,Vice President Operations,41.008980000000065,-76.45227599999998
0028,07180100,-76.59942,40.971538,https://www.encompasshealth.com,00,GEISINGER ENCOMPASS HEALTH REHAB HOSP,64 REHAB LANE,DANVILLE,17821.0,2014,Twp,MONTOUR,570,2716110,Lorie H. Dillon,CEO,40.971538000000066,-76.59941999999995
0417,56100100,-76.59601,40.948708,http://www.dhs.pa.gov,00,DANVILLE STATE HOSPITAL,50 KIRKBRIDE DRIVE,DANVILLE,17821.0,8630,MAHONING,MONTOUR,717,2754500,THERESA LONG,CHIEF EXECUTIVE STAFF,40.94870800000007,-76.59600999999998
0043,6BRF0101,-76.605224,40.967731,http://danville.selectspecialtyhospitals.com,00,SELECT SPECIALTY HOSPITAL DANVILLE,100 NORTH ACADEMY AVE 3RD FL BUSH & GEIS,DANVILLE,17822.0, ,Mahoning,MONTOUR,570,2149657,Brian Mann,Chief Executive Officer,40.96773100000007,-76.60522399999996
0718,071801,-76.605224,40.967731,https://www.geisinger.org,00,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,17822.0,0151,Mahoning,MONTOUR,570,2716211,"Jaewon Ryu, MD, JD",Interim President and CEO,40.96773100000007,-76.60522399999996
5702,570201,-76.886873,40.979892,http://www.evanhospital.com,00,EVANGELICAL COMMUNITY HOSPITAL,1 HOSPITAL DRIVE,LEWISBURG,17837.0,9390,KELLY,UNION,570,5222000,Kendra A. Aucker,President/CEO,40.97989200000006,-76.88687299999998
4210,421001,-76.188374,40.683908,https://www.lvhn.org,00,LEHIGH VALLEY HOSPITAL SCHUYLKILL,420 SOUTH JACKSON STREET,POTTSVILLE,17901.0, ,Pottsville,SCHUYLKILL,717,6214000,William Reppy,President,40.68390800000003,-76.18837399999995
4512,451201,-75.393462,40.609044,http://www.slhn.org,00,ST LUKES HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,18015.0, ,BETHLEHEM,LEHIGH,484,5264000,Carol Kuplen,President,40.60904400000004,-75.39346199999994
0031,53020100,-75.410242,40.648056,http://www.goodshepherdrehab.org/location/specialty-hospital,00,GOOD SHEPHERD SPECIALTY HOSPITAL,2545 SCHOENERSVILLE ROAD,BETHLEHEM,18017.0, ,Allentown,LEHIGH,484,8845051,Gary Schmidt,Interim President and CEO,40.648056000000054,-75.41024199999998
1037,10370101,-75.365615,40.673261,http://coordinatedhealth.com,00,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,2310 HIGHLAND AVENUE,BETHLEHEM,18017.0, ,Bethlehem Township,NORTHAMPTON,610,6914300,Christine Biege,Hospital Administrator,40.673261000000025,-75.36561499999993
3104,310401,-75.242959,40.687125,https://www.easton-hospital.org,00,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,18042.0,3892,Wilson Borough,NORTHAMPTON,610,2504000,Linda Grass,President,40.68712500000004,-75.24295899999998
2280,22800101,-75.28796,40.649067,http://www.slhn.org,00,ST LUKES HOSPITAL - ANDERSON CAMPUS,1872 ST LUKE'S BOULEVARD,EASTON,18045.0, ,EASTON,NORTHAMPTON,484,5033000,Edward Nawrocki,President,40.64906700000006,-75.28795999999994
0147,01470100,-75.613512,40.64877,https://www.kidspeace.org/pa-psychiatric-hospital,00,KIDSPEACE ORCHARD HILLS CAMPUS,5300 KIDSPEACE DRIVE,OREFIELD,18069.0,9101,Orefield,LEHIGH,610,7998027,Will Isemann,Chief Executive Officer,40.64877000000007,-75.61351199999996
1955,195501,-75.46851,40.608291,https://www.slhn.org,00,ST LUKES HOSPITAL SACRED HEART CAMPUS,421 CHEW STREET,ALLENTOWN,18102.0,3490,Allentown,LEHIGH,610,7764500,Frank Ford,President,40.608291000000065,-75.46850999999998
8501,070801,-75.464181,40.593235,http://www.goodshepherdrehab.org,00,GOOD SHEPHERD REHABILITATION HOSPITAL,850 SOUTH 5TH STREET,ALLENTOWN,18103.0,3296,ALLENTOWN,LEHIGH,610,7763299,GARY SCHMIDT,INTERIM PRESIDENT AND CEO,40.59323500000005,-75.46418099999994
2243,22430101,-75.529234,40.612779,http://coordinatedhealth.com,00,SURGICAL SPECIALTY HOSP-COORDINATED HLTH,1503 CEDAR CREST BOULEVARD,ALLENTOWN,18104.0, ,ALLENTOWN,LEHIGH,610,8719110,Christine Biege,Hospital Administrator,40.612779000000046,-75.52923399999997
5302,530201,-75.523777,40.566761,https://www.lvhn.org,00,LEHIGH VALLEY HOSPITAL,CEDAR CREST BLVD & I-78; PO BOX 689,ALLENTOWN,18105.0,1556,Salisbury,LEHIGH,610,4028000,"Brian Nester, DO",President & CEO,40.56676100000004,-75.52377699999994
0837,083701,-75.964942,40.949089,http://hazleton.lvhn.org,00,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,18201.0,6897,CITY,LUZERNE,717,4504357,JOHN FLETCHER,PRESIDENT,40.94908900000007,-75.96494199999995
0368,036801,-75.913994,40.821329,http://miner.slhn.org,00,ST LUKES MINERS MEMORIAL HOSPITAL,360 WEST RUDDLE STREET,COALDALE,18218.0,1199,COALDALE,SCHUYLKILL,717,6452131,Wendy Lazo,President,40.82132900000005,-75.91399399999995
0705,070501,-75.726251,40.832946,https://www.slhn.org,00,BLUE MOUNTAIN HOSPITAL,211 NORTH 12TH STREET,LEHIGHTON,18235.0, ,Lehighton,CARBON,610,3771300,John Nespoli,President,40.83294600000005,-75.72625099999993
0720,072001,-75.175369,40.992852,https://www.lvhn.org,00,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,18301.0, ,East Stroudsburg,MONROE,570,4214000,Elizabeth Wise,President - LVH-P,40.99285200000003,-75.17536899999999
2423,24230101,-75.978366,40.375708,https://www.slhn.org,00,ST. LUKE'S HOSPITAL - MONROE CAMPUS,100 ST. LUKE'S LANE,STROUDSBURG,18360.0, ,STROUDSBURG,MONROE,484,5262674,Donald Seiple,President,40.37570800000003,-75.97836599999994
0355,55090100,-75.738019,41.481126,http://www.dhs.pa.gov,00,CLARKS SUMMIT STATE HOSPITAL,1451 HILLSIDE DRIVE,CLARKS SUMMIT,18411.0,9505,Newton Township,LACKAWANNA,570,5862011,Monica Bradbury,Chief Executive Officer,41.481126000000074,-75.73801899999995
2305,230501,-75.2683,41.575249,http://www.wmh.org,00,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,18431.0, ,HONESDALE,WAYNE,717,2538100,DAVID HOFF,ceo,41.57524900000004,-75.26829999999995
8401, ,-75.426909,41.574344,https://www.cor.pa.gov,00,SCI-WAYMART FORENSIC TREATMENT CENTER,PO BOX 256,WAYMART,18472.0, ,WAYMART,WAYNE,570,4885811,BOBBIE BASSETT,DEPUTY SUPERINTENDENT,41.57434400000005,-75.42690899999997
0119,016901,-75.675502,41.447234,http://www.allied-services.org,00,ALLIED SERVICES INSTITUTE OF REHAB,475 MORGAN HIGHWAY,SCRANTON,18501.0,1103,Scranton,LACKAWANNA,570,3481300,"William P. Conaboy, Esq.",President/CEO,41.44723400000004,-75.67550199999994
6509,650901,-75.653752,41.412619,http://www.commonwealthhealth.net,00,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,18501.0,0994,Scranton,LACKAWANNA,570,7703000,Ron Ziobro,Chief Executive Officer,41.41261900000006,-75.65375199999994
0371,037101,-75.64625,41.400277,https://www.geisinger.org,00,GEISINGER-COMMUNITY MEDICAL CENTER,1800 MULBERRY STREET,SCRANTON,18510.0, ,SCRANTON CITY,LACKAWANNA,570,7038000,Ron Beer,"CAO, GNE",41.400277000000074,-75.64624999999995
1368,133801,-75.650968,41.410897,http://www.commonwealthhealth.net,00,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,18510.0,1724,SCRANTON CITY,LACKAWANNA,570,7705000,Ron Ziobro,Chief Executive Officer,41.410897000000034,-75.65096799999998
0249,024901,-76.230931,41.070957,http://www.commonwealthhealth.net,00,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,18603.0, ,Berwick,COLUMBIA,570,7595172,Thomas Neal,CEO,41.07095700000008,-76.23093099999994
4602,460201,-75.969457,41.577563,http://www.commonwealthhealth.net,00,TYLER MEMORIAL HOSPITAL,5950 SR 6,TUNKHANNOCK,18657.0,9765,TUNKHANNOCK TWP,WYOMING,570,8362161,ANN MARIE STEVENS,CEO,41.577563000000055,-75.96945699999998
0137,013701,-75.853869,41.246117,http://www.allied-services.org,00,JOHN HEINZ INSTITUTE OF REHABILITATION,150 MUNDY STREET,WILKES-BARRE,18702.0, ,Wilkes-BarreTownship,LUZERNE,570,8263800,"William P. Conaboy, Esq.",President/CEO,41.24611700000003,-75.85386899999997
0020,75040100,-75.889277,41.269726,http://www.commonwealthhealth.net,00,FIRST HOSPITAL WYOMING VALLEY,562 WYOMING AVENUE,KINGSTON,18704.0, ,Kingston,LUZERNE,570,5523900,Gregory Shannon,CEO,41.26972600000005,-75.88927699999994
1489,148901,-75.808738,41.257266,http://www.geisinger.org,00,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES-BARRE,18711.0, ,Twp,LUZERNE,570,8267300,Ron Beer,"CAO, GNE",41.25726600000007,-75.80873799999995
7402, ,-75.835516,41.248252,http://www.wilkes-barre.va.gov,00,VA MEDICAL CENTER - WILKES-BARRE,1111 EAST END BOULEVARD,WILKES-BARRE,18711.0,0026, ,LUZERNE,570,8243521, , ,41.248252000000036,-75.83551599999998
1414,141401,-75.86699,41.258421,http://postacutemedical.com,00,PAM SPECIALTY HOSPITAL OF WILKES-BARRE,"575 NORTH RIVER STREET, 7TH FLOOR",WILKES BARRE,18764.0, ,Wilkes-Barre City,LUZERNE,570,2083310,Cindy Segar-Miller,CEO,41.258421000000055,-75.86698999999999
2345,234501,-75.86699,41.258421,http://www.commonwealthhealth.net,00,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,18764.0, ,WILKES-BARRE,LUZERNE,717,8298111,Cornelio Catena,Chief Executive Officer,41.258421000000055,-75.86698999999999
1367,136701,-75.83681,41.837563,http://endlesscare.org,00,ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,18801.0, ,BRIDGEWATER TOWNSHIP,SUSQUEHANNA,570,2783801,Loren Stone,CEO,41.837563000000046,-75.83680999999996
4406,440601,-76.520858,41.980222,https://www.guthrie.org,00,ROBERT PACKER HOSPITAL,1 GUTHRIE SQUARE,SAYRE,18840.0, ,Sayre,BRADFORD,570,8875700,Joseph Sawyer,President,41.980222000000026,-76.52085799999998
0205,02050101,-75.592587,41.946633,http://www.barnes-kasson.org,00,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,18847.0, ,SUSQUEHANNA DEPOT,SUSQUEHANNA,570,8533135,SARA F. ADORNATO,CEO,41.94663300000008,-75.59258699999998
6502,650201,-76.448123,41.78407,http://www.guthrie.org/location/guthrie-towanda-memorial-hospital,00,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,TOWANDA,18848.0,9767,Twp,BRADFORD,570,2652191,Felissa Koernig,"SVP,President/COO",41.78407000000004,-76.44812299999995
3004,300401,-75.146104,40.305907,http://www.doylestownhealth.org,00,DOYLESTOWN HOSPITAL,595 WEST STATE STREET,DOYLESTOWN,18901.0, ,DOYLESTOWN,BUCKS,215,3452220,JAMES BREXLER,CHIEF EXECUTIVE OFFICER,40.30590700000005,-75.14610399999998
0498,04830100,-75.155494,40.300491,http://fbh.com,00,FOUNDATIONS BEHAVIORAL HEALTH,833 EAST BUTLER AVENUE,DOYLESTOWN,18901.0, ,New Britain,BUCKS,215,3450444,Dr. Gina Fusco,CEO,40.30049100000008,-75.15549399999998
1703,170301,-75.348904,40.438355,http://www.slhn.org,00,ST LUKES QUAKERTOWN HOSPITAL,1021 PARK AVENUE,QUAKERTOWN,18951.0,9003,QUAKERTOWN,BUCKS,215,5386435,Dennis Pfleiger,President,40.43835500000006,-75.34890399999995
0710,071001,-75.326352,40.363147,https://www.gvh.org,00,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,18960.0,0902,WEST ROCKHILL TWP,BUCKS,215,4534000,JEAN M. KEELER,PRESIDENT & CEO,40.363147000000026,-75.32635199999999
2705,270501,-75.120491,40.119387,http://www.abingtonhealth.org,00,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,19001.0,3788,Abington,MONTGOMERY,215,4812000,Margaret McGoldrick,President,40.119387000000074,-75.12049099999996
0846,08460100,-75.189364,40.187481,http://www.horshamclinic.com,00,HORSHAM CLINIC,722 EAST BUTLER PIKE,AMBLER,19002.0, ,Ambler,MONTGOMERY,215,6437800,Phyllis Weisfield,Chief Executive Officer,40.18748100000005,-75.18936399999996
1231,123101,-74.867036,40.105082,http://www.lowerbuckshosp.com,00,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,19007.0, ,BRISTOL,BUCKS,215,7859200,MICHAEL MOTTE,CEO,40.10508200000004,-74.86703599999998
2807,280701,-75.32138,40.018995,https://www.mainlinehealth.org/locations/bryn-mawr-hospital,00,MAIN LINE HOSPITAL BRYN MAWR,130 SOUTH BRYN MAWR AVENUE,BRYN MAWR,19010.0,3160,BRYN MAWR,MONTGOMERY,484,3373000,Andrea Gilbert,President,40.018995000000075,-75.32137999999998
0372,037201,-75.368232,39.856108,https://www.crozerkeystone.org,00,CROZER-CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,19013.0,3995,Upland,DELAWARE,610,4472000,Sharif Omar,Chief Executive Officer,39.85610800000006,-75.36823199999998
2262,22620101,-74.962742,40.112908,http://rothmanorthohospital.com,00,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,3300 TILLMAN DRIVE,BENSALEM,19020.0, ,BENSALEM,BUCKS,215,2447400,KELLY DOYLE,"CEO, MSN",40.11290800000006,-74.96274199999993
3919,391901,-75.26911,39.927002,https://www.trinityhealthma.org,00,MERCY FITZGERALD HOSPITAL,1500 LANSDOWNE AVENUE,DARBY,19023.0, ,Darby,DELAWARE,610,2374000,Susan Cusack,"President, CEO",39.92700200000007,-75.26910999999996
0418,041801,-75.283642,39.954774,http://www.crozerkeystone.org,00,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVENUE,DREXEL HILL,19026.0,1186,Upper Darby,DELAWARE,610,2848565,Sharif Omar,Chief Executive Officer,39.95477400000004,-75.28364199999999
1416,14160101,-75.215742,40.134658,http://www.brookeglenhospital.com,00,BROOKE GLEN BEHAVIORAL HOSPITAL,7170 LAFAYETTE AVENUE,FORT WASHINGTON,19034.0, ,Whitemarsh,MONTGOMERY,215,6415300,Neil Callahan,CEO,40.13465800000006,-75.21574199999998
0839,083901,-75.082019,40.109301,http://www.holyredeemer.com,00,HOLY REDEEMER HOSPITAL,1648 HUNTINGDON PIKE,MEADOWBROOK,19046.0, ,ABINGTON,MONTGOMERY,215,9473000,Catherine Egan,Exec Vice President/CAO,40.10930100000007,-75.08201899999995
2376,23760101,-74.933608,40.200664,https://www.stmaryhealthcare.org,00,ST MARY REHABILITATION HOSPITAL,1208 LANGHORNE-NEWTOWN ROAD,LANGHORNE,19047.0,1234,LANGHORNE,BUCKS,267,5601101,Lisa Staback - Haney,CEO,40.200664000000074,-74.93360799999994
7102,710201,-74.924674,40.202115,http://www.stmaryhealthcare.org,00,ST MARY MEDICAL CENTER,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,19047.0, ,Langhorne,BUCKS,215,7102100,Lawrence Brilliant,President,40.20211500000005,-74.92467399999998
1567,15670101,-74.885123,40.180964, ,00,FOREST HEALTH MEDICAL CENTER OF BUCKS CO,280 MIDDLETOWN BOULEVARD,LANGHORNE,19047.0, ,Middletown,BUCKS,267,5723200,Marvin Butka,President,40.180964000000074,-74.88512299999996
4405,440501,-75.430532,39.912604,https://www.mainlinehealth.org,00,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,19063.0, ,Middletown,DELAWARE,610,5669400,Gary Perecko,President,39.912604000000044,-75.43053199999997
2069,20690101,-75.33435,39.975056,https://www.kindredhealthcare.com,00,KINDRED HOSPITAL PHILADELPHIA-HAVERTOWN,2000 OLD WEST CHESTER PIKE,HAVERTOWN,19083.0, ,Upper Darby,DELAWARE,610,5362100,Margaret M Murphy,CEO,39.97505600000005,-75.33434999999997
1204,120401,-75.261817,39.988187,https://www.mainlinehealth.org,00,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVENUE,WYNNEWOOD,19096.0, ,Lower Marion,MONTGOMERY,484,4762000,Philip Robinson,"President, CEO",39.98818700000004,-75.26181699999995
0817,081701,-75.163101,39.957246,http://www.hahnemannhospital.com,00,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,19102.0,1192,Philadelphia,PHILADELPHIA,215,7627000,Gary Bryant,Chief Executive Officer,39.957246000000055,-75.16310099999998
2450,24500101,-75.150025,39.971662,http://www.nphs.com,00,GIRARD MEDICAL CENTER,801 WEST GIRARD AVENUE,PHILADELPHIA,19122.0,4212,Philadelphia,PHILADELPHIA,215,7872000,Gerri  H Walker,President/CEO,39.97166200000004,-75.15002499999997
5803,58030100,-75.101873,40.026708,http://friendshospital.com,00,FRIENDS HOSPITAL,4641 ROOSEVELT BOULEVARD,PHILADELPHIA,19124.0,2399,PHILADELPHIA,PHILADELPHIA,215,8314600,"Michael McDonald, Jr.",Chief Executive Officer,40.02670800000004,-75.10187299999996
1889,18890101,-75.099499,40.018848,https://www.cancercenter.com,00,EASTERN REGIONAL MEDICAL CENTER,1331 EAST WYOMING AVENUE,PHILADELPHIA,19124.0,3808,Philadelphia,PHILADELPHIA,215,5377400,Nancy Hesse,President and CEO,40.01884800000005,-75.09949899999998
3206,06270100,-75.221792,40.043391,http://fairmountbhs.com,00,FAIRMOUNT BEHAVIORAL HEALTH SYSTEMS,561 Fairthorne Avenue,Philadelphia,19128.0,2499,Philadelphia,PHILADELPHIA,215,4874040,Mark Howard,CEO,40.04339100000004,-75.22179199999994
9104,910401,-75.209629,40.028691,http://www.roxboroughmemorial.com,00,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVENUE,PHILADELPHIA,19128.0, ,PHILADELPHIA CITY,PHILADELPHIA,215,4839900,Matt Shelak,CEO,40.02869100000004,-75.20962899999995
2383,23830101,-75.184389,40.011664,https://www.havenphiladelphia.com,00,HAVEN BEHAVIORAL HOSP OF PHILADELPHIA,3300 HENRY AVENUE UNIT 4,PHILADELPHIA,19129.0, ,Philadelphia,PHILADELPHIA,215,4753400,Bob Scheffler,CEO,40.01166400000005,-75.18438899999995
1634,16340100,-75.214809,39.999974,http://www.belmontbehavioral.com,00,BELMONT BEHAVIORAL HOSPITAL,4200 MONUMENT ROAD,PHILADELPHIA,19131.0,1689,PHILADELPHIA CITY,PHILADELPHIA,215,8773922,Laura Longstreet,CEO,39.999974000000066,-75.21480899999995
1353,135301,-75.165479,39.956828,http://www.mageerehab.org,00,MAGEE REHABILITATION HOSPITAL,1513 RACE STREET,PHILADELPHIA,19102.0,1177,Philadelphia,PHILADELPHIA,215,5873000,Jack A. Carroll,President and CEO,39.95682800000003,-75.16547899999995
7401, ,-75.200078,39.948535,http://www.philadelphia.va.gov,00,VA MEDICAL CENTER - PHILADELPHIA,UNIVERSITY & WOODLAND AVENUES,PHILADELPHIA,19104.0, , ,PHILADELPHIA,215,8235800, , ,39.94853500000005,-75.20007799999996
